Bus_Name,Bus_Type,Starting_Time,Ending_Time,Total_Duration,Price,Seats_Available,Ratings,Route_Link,Route_Name
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:40,02:00,04h 20m,807.0,32 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gola Bus Service,VE A/C Sleeper (2+1),22:30,04:30,06h 00m,999.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:30,03:30,06h 00m,699.0,45 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,699.0,28 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),23:55,04:30,04h 35m,799.0,21 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),00:30,04:30,04h 00m,600.0,8 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Dev Express ®,A/C Sleeper (2+1),21:00,01:55,04h 55m,934.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),22:10,02:30,04h 20m,799.0,18 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),22:00,03:50,05h 50m,699.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Raj Akanshi travels,A/C Seater / Sleeper (2+1),21:15,02:10,04h 55m,699.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+1),22:34,02:34,04h 00m,945.0,48 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Sethi Yatra Company,A/C Sleeper (2+1),21:30,02:05,04h 35m,924.0,23 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),23:50,04:28,04h 38m,999.0,45 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),23:00,04:15,05h 15m,1000.0,48 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
FlixBus,A/C Sleeper (2+1),21:35,02:45,05h 10m,419.64,10 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
New India Travels,A/C Seater / Sleeper (2+2),21:45,03:00,05h 15m,999.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Krishna Travels,A/C Seater/Sleeper (2+1),22:45,03:30,04h 45m,799.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Sethi Yatra Company,A/C Seater / Sleeper (2+1),22:00,03:00,05h 00m,648.0,24 Seats available,3.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
FlixBus,Bharat Benz A/C Seater (2+2),23:50,04:25,04h 35m,282.14,41 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),20:50,01:30,04h 40m,799.0,30 Seats available,3.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),21:30,02:00,04h 30m,649.0,24 Seats available,3.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Fouji travels,Bharat Benz A/C Seater / Sleeper (2+2),23:55,03:00,03h 05m,899.0,29 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Fouji travels,A/C Seater / Sleeper (2+1),23:10,03:35,04h 25m,599.0,40 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vijaylakshmi tour & travels,Bharat Benz A/C Seater /Sleeper (2+1),20:40,01:35,04h 55m,699.0,30 Seats available,3.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Rajat Travels,A/C Seater / Sleeper (2+1),21:00,01:15,04h 15m,1070.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
FlixBus,Bharat Benz A/C Sleeper (2+1),23:20,03:55,04h 35m,663.39,15 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Krishna Travels,A/C Seater / Sleeper (2+2),23:30,04:00,04h 30m,849.0,39 Seats available,3.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,02:00,04h 00m,617.0,32 Seats available,3.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
International Tourist Centre,VE A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,439.0,41 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),00:54,05:54,05h 00m,699.0,12 Seats available,3.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),22:30,03:00,04h 30m,799.0,35 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Aadishakti Travels,Bharat Benz A/C Seater (2+2),15:00,19:40,04h 40m,599.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:00,03:00,05h 00m,577.0,38 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:40,04:00,04h 20m,849.0,36 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
FlixBus,Bharat Benz A/C Seater (2+2),11:00,15:30,04h 30m,291.07,39 Seats available,3.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Mahalaxmi Travels,A/C Sleeper (2+1),17:00,22:15,05h 15m,899.0,26 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),01:06,05:06,04h 00m,899.0,48 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Panwar Travels,A/C Sleeper (2+1),01:29,06:15,04h 46m,2313.0,26 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),00:00,04:30,04h 30m,599.0,35 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Panwar Travels,A/C Seater / Sleeper (2+1),22:50,03:15,04h 25m,1050.0,42 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),01:30,05:00,03h 30m,369.0,24 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03:00,05h 00m,599.0,38 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Goyal Travels,A/C Seater / Sleeper (2+1),23:25,04:10,04h 45m,550.0,36 Seats available,2.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),16:00,20:40,04h 40m,1333.33,42 Seats available,1.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
SVD TRAVELS & TRANSPORT LLP,VE A/C Seater / Sleeper (2+1),21:50,02:45,04h 55m,2000.0,44 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,699.0,31 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gola Bus Service,VE A/C Seater / Sleeper (2+1),01:40,06:00,04h 20m,1998.0,44 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
FlixBus,A/C Sleeper (2+1),00:10,05:20,05h 10m,624.11,9 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:45,00:45,02h 00m,700.0,30 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Raaj Rath Travels Co.,A/C Sleeper (2+1),21:30,03:00,05h 30m,1199.0,23 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),21:45,02:30,04h 45m,799.0,30 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05:00,05h 30m,405.0,44 Seats available,5.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:30,03:30,05h 00m,1299.0,37 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),00:50,04:40,03h 50m,550.0,27 Seats available,4.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+2),01:21,04:51,03h 30m,499.0,15 Seats available,4.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Ashok Bus Service,VE A/C Sleeper (2+1),23:00,03:00,04h 00m,462.0,24 Seats available,4.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,04:40,04h 45m,1088.0,40 Seats available,4.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),20:40,01:50,05h 10m,444.0,40 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),01:15,06:35,05h 20m,630.0,8 Seats available,2.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Ashok Bus Service,A/C Seater / Sleeper (2+1),22:00,02:15,04h 15m,462.0,48 Seats available,4.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
PTC-SKYBUS,A/C Seater/Sleeper (2+1),20:30,00:45,04h 15m,499.0,26 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,01:40,05h 10m,572.0,41 Seats available,4.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Sethi Yatra Company,A/C Seater / Sleeper (2+1),21:05,02:00,04h 55m,601.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:00,04:30,05h 30m,439.0,43 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),00:40,04:40,04h 00m,600.0,19 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Goyal Travels,VE A/C Seater / Sleeper (2+1),23:20,03:45,04h 25m,599.0,38 Seats available,2.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),22:50,05:06,06h 16m,900.0,40 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Revanta Roadlines,A/C Seater / Sleeper (2+2),22:45,01:55,03h 10m,890.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:15,03:15,05h 00m,547.0,27 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Khajuraho Travels,AC Sleeper (2+1),23:46,04:26,04h 40m,796.0,24 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,03:00,06h 00m,600.0,38 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gola Bus Service,A/C Seater/Sleeper (2+1),00:30,04:40,04h 10m,399.0,12 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
GK Travels,A/C Sleeper (2+1),20:45,23:45,03h 00m,999.0,27 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
FlixBus,A/C Sleeper (2+1),22:15,03:35,05h 20m,204.46,15 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Kashi Vishwanath Tours and Travels,A/C Seater / Sleeper (2+2),23:55,04:00,04h 05m,749.0,67 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
First Choice Holidays,A/C Seater / Sleeper (2+2),23:00,03:15,04h 15m,3999.0,54 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:55,03:10,04h 15m,656.0,36 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,799.0,25 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shakmbhari Travels,A/C Seater / Sleeper (2+1),22:30,04:10,05h 40m,894.0,28 Seats available,1.2,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shakmbhari Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,03:10,05h 40m,894.0,18 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),21:10,01:30,04h 20m,1235.0,40 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
DIVA BUS,A/C Seater / Sleeper (2+1),23:40,04:10,04h 30m,1499.0,42 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Star City Bus,A/C Seater / Sleeper (2+2),23:30,05:00,05h 30m,2499.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),18:30,01:30,07h 00m,1249.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
JMD Travels,A/C Seater / Sleeper (2+2),22:30,04:15,05h 45m,1699.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree ram travels,A/C Seater / Sleeper (2+2),22:31,02:31,04h 00m,799.0,41 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Maa Shakti Bhadra Travels,A/C Seater / Sleeper (2+2),00:05,05:15,05h 10m,599.0,11 Seats available,3.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Dev Darbar Travel Agency,A/C Sleeper (1+2),19:30,00:00,04h 30m,3239.0,37 Seats available,3.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),21:35,01:55,04h 20m,900.0,48 Seats available,3.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Sanjay Travels,AC Sleeper (2+1),01:15,06:30,05h 15m,800.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Saroj Travels,A/C Seater/Sleeper (2+1),22:00,04:00,06h 00m,999.0,24 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),22:05,02:05,04h 00m,495.0,32 Seats available,2.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),23:45,03:45,04h 00m,975.0,26 Seats available,2.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gajkaran Travels And Cargo,A/C Seater / Sleeper (2+1),17:30,22:10,04h 40m,1480.0,35 Seats available,2.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
M R Travels,A/C Seater / Sleeper (2+1),19:00,23:30,04h 30m,880.0,35 Seats available,2.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Mahalaxmi Travels,AC Sleeper (2+1),23:30,03:10,03h 40m,999.0,36 Seats available,2.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Arhaan Travels,A/C Seater / Sleeper (2+1),22:15,02:30,04h 15m,854.0,40 Seats available,2.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Metro Travels,A/C Sleeper (2+1),21:25,01:05,03h 40m,1300.0,37 Seats available,2.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
janta shatabdi travels,A/C Seater / Sleeper (2+1),22:00,02:30,04h 30m,750.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,699.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shri Radha Rani Travels,A/C Seater / Sleeper (2+1),20:30,01:30,05h 00m,599.0,47 Seats available,1.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Kusum Travels and Logistics,A/C Seater / Sleeper (2+1),01:45,08:15,06h 30m,1141.9,40 Seats available,1.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
RYS Travels,Bharat Benz A/C Seater / Sleeper (2+2),00:30,04:30,04h 00m,1799.0,28 Seats available,1.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Kusum Travels and Logistics,NON A/C Sleeper (2+1),00:45,07:15,06h 30m,3000.0,25 Seats available,1.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),12:30,16:51,04h 21m,999.0,27 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shrinath® Travel Agency Pvt. Ltd.,A/C Sleeper (2+1),20:45,01:25,04h 40m,3705.0,36 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Savariya Travels & Transport,A/C Seater / Sleeper (2+1),20:15,01:30,05h 15m,1599.0,40 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
GK Travels,A/C Seater/Sleeper (2+1),21:45,02:00,04h 15m,649.0,38 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Panwar tour and Travels,A/C Seater / Sleeper (2+2),00:30,03:30,03h 00m,1300.0,52 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Tourist Point,A/C Seater / Sleeper (2+2),23:10,05:00,05h 50m,499.0,36 Seats available,1.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:55,05:25,05h 30m,1898.0,25 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
FlixBus,Bharat Benz A/C Sleeper (2+1),02:10,07:30,05h 20m,360.71,7 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vinay Travels,VE A/C Seater / Sleeper (2+1),23:35,03:45,04h 10m,990.0,43 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Mahaveer Travels Jaipur,A/C Sleeper (2+1),21:30,02:30,05h 00m,899.0,34 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
JINWANI TRAVELS & CARGO,A/C Sleeper (1+2),21:30,02:30,05h 00m,400.0,40 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
KN Nehra Travels,A/C Seater / Sleeper (2+1),23:45,04:00,04h 15m,699.0,28 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),01:00,06:43,05h 43m,1169.0,47 Seats available,1.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Shree Savariya Travels & Transport,A/C Sleeper (2+1),23:40,05:10,05h 30m,2499.0,29 Seats available,1.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
New Shree Mahaveer Travels (LKW),A/C Seater / Sleeper (2+1),19:30,00:00,04h 30m,1500.0,36 Seats available,0.0,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
UPSRTC - STD0586,Janrath AC Seater 2+2,10:00,20:30,10h 30m,955.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,10:10,21:00,10h 50m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0237,Ordinary Non AC Seater 2+3,14:55,02:56,12h 01m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0245,Ordinary Non AC Seater 2+3,15:25,03:26,12h 01m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0618,Ordinary Non AC Seater 2+3,16:55,05:41,12h 46m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,17:10,04:00,10h 50m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0354,Ordinary Non AC Seater 2+3,17:12,03:42,10h 30m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0163,Ordinary Non AC Seater 2+3,17:31,05:25,11h 54m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0368,Ordinary Non AC Seater 2+3,17:34,04:40,11h 06m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - LNI0017,Rajdhani Non AC Seater 2+3,18:01,03:00,08h 59m,666.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0296,Ordinary Non AC Seater 2+3,18:30,06:31,12h 01m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SRG0230,Ordinary Non AC Seater 2+3,18:39,04:45,10h 06m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - NCL0321,Ordinary Non AC Seater 2+3,18:42,04:40,09h 58m,666.0,52 Seats available,0.0,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0356,Ordinary Non AC Seater 2+3,18:46,06:03,11h 17m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0144,Ordinary Non AC Seater 2+3,19:00,06:30,11h 30m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - AWD0224,Shatabdi AC Seater 2+2,19:10,05:00,09h 50m,955.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - KSB0919,Shatabdi AC Seater 2+2,19:40,05:31,09h 51m,955.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0072,Janrath AC Seater 2+2,20:30,05:45,09h 15m,955.0,36 Seats available,2.6,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0047,Pink Express AC Seater 2+2,21:00,06:00,09h 00m,955.0,41 Seats available,2.5,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - BRT0037,Ordinary Non AC Seater 2+3,21:10,08:00,10h 50m,698.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - AWD0116,Janrath AC Seater 2+3,21:30,07:30,10h 00m,827.0,48 Seats available,3.4,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - GND0100,Ordinary Non AC Seater 2+3,21:34,08:00,10h 26m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
